group_text,plate_code,plate_title_en,reference_code,part_number,part_name_en,quantity,applicable_models,specifications,date_range,diagram_image_url,unit_url
محرك ميكانيكي,100 A01,ENGINE ASSEMBLY,10001,1000126JA0,ENGINE ASSY,01,ME.TB42S.MT.F5,07.1989 - 10.1991,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_100_100_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHD9-bMncSOj4m4mL3R45uPr6i2x8jFxNb5yoKEt6C0uL625OPztbW5oqKkpbzm4cSugISAsaewrJ6WicXIwsDGjpSczObB04TVzNOz1dmKy92S0s2t07HVqNXYz5iUt43TnZ6RipyMwsbb1JyXlNeShPvT3NWDktLN15mWitGxx8fTjYmDwcL6itKegtPK1bP65_e00tvUmIPVz4rx_ajGx8XFyMLDn4SW05WW1MurqogAAAAAvfk6dA%3D%3D%24&vid=0&cid=1&uid=257122&q=WGY60348567.
محرك ميكانيكي,100 A01,ENGINE ASSEMBLY,10001,1000136JA0,ENGINE ASSY,01,ME.TB42S.MT.F5,10.1991 - 12.1993,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_100_100_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHD9-bMncSOj4m4mL3R45uPr6i2x8jFxNb5yoKEt6C0uL625OPztbW5oqKkpbzm4cSugISAsaewrJ6WicXIwsDGjpSczObB04TVzNOz1dmKy92S0s2t07HVqNXYz5iUt43TnZ6RipyMwsbb1JyXlNeShPvT3NWDktLN15mWitGxx8fTjYmDwcL6itKegtPK1bP65_e00tvUmIPVz4rx_ajGx8XFyMLDn4SW05WW1MurqogAAAAAvfk6dA%3D%3D%24&vid=0&cid=1&uid=257122&q=WGY60348567.
محرك ميكانيكي,100 A01,ENGINE ASSEMBLY,10001,1000136JA1,ENGINE ASSY,01,*ME.TD42S.MT.F5,F/AIR CON,10.1991 - 08.1993,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_100_100_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHD9-bMncSOj4m4mL3R45uPr6i2x8jFxNb5yoKEt6C0uL625OPztbW5oqKkpbzm4cSugISAsaewrJ6WicXIwsDGjpSczObB04TVzNOz1dmKy92S0s2t07HVqNXYz5iUt43TnZ6RipyMwsbb1JyXlNeShPvT3NWDktLN15mWitGxx8fTjYmDwcL6itKegtPK1bP65_e00tvUmIPVz4rx_ajGx8XFyMLDn4SW05WW1MurqogAAAAAvfk6dA%3D%3D%24&vid=0&cid=1&uid=257122&q=WGY60348567.
محرك ميكانيكي,101 A01,BARE & SHORT ENGINE,10102,1010203JA0,ENGINE ASSY-BARE,01,TB42S,08.1987 - 10.1991,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_101_101_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwH0wNH7qvO5uL6Pr4rm1Ky4mJ-B8P_y8-HO_bWzgJeDj4mB09TEgoKOlZWTkovR1vOZt7O3hpCHm6mhvvL_9ffxuaOr-9H25LPi--SE4u69_Oql5fqa5Ibin-Lv-K-jgLrkqqmmvau79fHs46ugo-Cls8zk6-K0peX64K6hvOaG8PDkur609vXNveWpteT94oTN0MCD5ezjr7Ti-L3Gyp_x8PLy__X0qLOh5KKh4_ycnb8AAAAA2jDbPg%3D%3D%24&vid=0&cid=1&uid=257125&q=WGY60348567.
محرك ميكانيكي,101 A01,BARE & SHORT ENGINE,10102,1010203JA1,ENGINE ASSY-BARE,01,*(K+HK+W+HW+T).ME.TB42S,F/AIR CON,07.1989 - 10.1991,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_101_101_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwH0wNH7qvO5uL6Pr4rm1Ky4mJ-B8P_y8-HO_bWzgJeDj4mB09TEgoKOlZWTkovR1vOZt7O3hpCHm6mhvvL_9ffxuaOr-9H25LPi--SE4u69_Oql5fqa5Ibin-Lv-K-jgLrkqqmmvau79fHs46ugo-Cls8zk6-K0peX64K6hvOaG8PDkur609vXNveWpteT94oTN0MCD5ezjr7Ti-L3Gyp_x8PLy__X0qLOh5KKh4_ycnb8AAAAA2jDbPg%3D%3D%24&vid=0&cid=1&uid=257125&q=WGY60348567.
محرك ميكانيكي,101 A01,BARE & SHORT ENGINE,10102,1010236JA0,ENGINE ASSY-BARE,01,TB42S,10.1991 - 08.1993,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_101_101_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwH0wNH7qvO5uL6Pr4rm1Ky4mJ-B8P_y8-HO_bWzgJeDj4mB09TEgoKOlZWTkovR1vOZt7O3hpCHm6mhvvL_9ffxuaOr-9H25LPi--SE4u69_Oql5fqa5Ibin-Lv-K-jgLrkqqmmvau79fHs46ugo-Cls8zk6-K0peX64K6hvOaG8PDkur609vXNveWpteT94oTN0MCD5ezjr7Ti-L3Gyp_x8PLy__X0qLOh5KKh4_ycnb8AAAAA2jDbPg%3D%3D%24&vid=0&cid=1&uid=257125&q=WGY60348567.
محرك ميكانيكي,101 A01,BARE & SHORT ENGINE,10103,1010303JA0,ENGINE ASSY-SHORT,01,TB42S,08.1987 - 09.1994,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_101_101_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwH0wNH7qvO5uL6Pr4rm1Ky4mJ-B8P_y8-HO_bWzgJeDj4mB09TEgoKOlZWTkovR1vOZt7O3hpCHm6mhvvL_9ffxuaOr-9H25LPi--SE4u69_Oql5fqa5Ibin-Lv-K-jgLrkqqmmvau79fHs46ugo-Cls8zk6-K0peX64K6hvOaG8PDkur609vXNveWpteT94oTN0MCD5ezjr7Ti-L3Gyp_x8PLy__X0qLOh5KKh4_ycnb8AAAAA2jDbPg%3D%3D%24&vid=0&cid=1&uid=257125&q=WGY60348567.
محرك ميكانيكي,101 A01,BARE & SHORT ENGINE,10103,1010303JA1,ENGINE ASSY-SHORT,01,*(K+HK+W+HW+T).ME.TB42S,F/AIR CON,07.1989 - 10.1991,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_101_101_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwH0wNH7qvO5uL6Pr4rm1Ky4mJ-B8P_y8-HO_bWzgJeDj4mB09TEgoKOlZWTkovR1vOZt7O3hpCHm6mhvvL_9ffxuaOr-9H25LPi--SE4u69_Oql5fqa5Ibin-Lv-K-jgLrkqqmmvau79fHs46ugo-Cls8zk6-K0peX64K6hvOaG8PDkur609vXNveWpteT94oTN0MCD5ezjr7Ti-L3Gyp_x8PLy__X0qLOh5KKh4_ycnb8AAAAA2jDbPg%3D%3D%24&vid=0&cid=1&uid=257125&q=WGY60348567.
محرك ميكانيكي,102 A01,ENGINE GASKET KIT,11011K,1010103J25,"GASKET KIT-ENGINE,REPAIR",01,TB42S,08.1987 - 10.1991,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_102_102_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwEXIzIYSRBaW11sTGkFN09be3xiExwREAItHlZQY3RgbGpiMDcnYWFtdnZwcWgyNRB6VFBUZXNkeEpCXREcFhQSWkBIGDIVB1ABGAdnAQ1eHwlGBhl5B2UBfAEMG0xAY1kHSUpFXkhYFhIPAEhDQANGUC8HCAFXRgYZA01CXAVlExMHWV1XFRYuXgZKVgceAWcuMyNgBg8ATFcBG14lKXwSExERHBYXS1BCB0FCAB9_flwAAAAA9drgXQ%3D%3D%24&vid=0&cid=1&uid=257128&q=WGY60348567.
محرك ميكانيكي,102 A01,ENGINE GASKET KIT,11011K,1010135J25,"GASKET KIT-ENGINE,REPAIR",01,TB42S,10.1991 - 08.1993,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_102_102_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwEXIzIYSRBaW11sTGkFN09be3xiExwREAItHlZQY3RgbGpiMDcnYWFtdnZwcWgyNRB6VFBUZXNkeEpCXREcFhQSWkBIGDIVB1ABGAdnAQ1eHwlGBhl5B2UBfAEMG0xAY1kHSUpFXkhYFhIPAEhDQANGUC8HCAFXRgYZA01CXAVlExMHWV1XFRYuXgZKVgceAWcuMyNgBg8ATFcBG14lKXwSExERHBYXS1BCB0FCAB9_flwAAAAA9drgXQ%3D%3D%24&vid=0&cid=1&uid=257128&q=WGY60348567.
محرك ميكانيكي,102 A01,ENGINE GASKET KIT,11042K,1104203J25,GASKET KIT-VALVE REGRIND,01,TB42S,08.1987 - 10.1991,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_102_102_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwEXIzIYSRBaW11sTGkFN09be3xiExwREAItHlZQY3RgbGpiMDcnYWFtdnZwcWgyNRB6VFBUZXNkeEpCXREcFhQSWkBIGDIVB1ABGAdnAQ1eHwlGBhl5B2UBfAEMG0xAY1kHSUpFXkhYFhIPAEhDQANGUC8HCAFXRgYZA01CXAVlExMHWV1XFRYuXgZKVgceAWcuMyNgBg8ATFcBG14lKXwSExERHBYXS1BCB0FCAB9_flwAAAAA9drgXQ%3D%3D%24&vid=0&cid=1&uid=257128&q=WGY60348567.
محرك ميكانيكي,102 A01,ENGINE GASKET KIT,11042K,1104203J26,GASKET KIT-VALVE REGRIND,01,TB42S,10.1991 - 09.1994,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_102_102_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwEXIzIYSRBaW11sTGkFN09be3xiExwREAItHlZQY3RgbGpiMDcnYWFtdnZwcWgyNRB6VFBUZXNkeEpCXREcFhQSWkBIGDIVB1ABGAdnAQ1eHwlGBhl5B2UBfAEMG0xAY1kHSUpFXkhYFhIPAEhDQANGUC8HCAFXRgYZA01CXAVlExMHWV1XFRYuXgZKVgceAWcuMyNgBg8ATFcBG14lKXwSExERHBYXS1BCB0FCAB9_flwAAAAA9drgXQ%3D%3D%24&vid=0&cid=1&uid=257128&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,0822382510,0822382510,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11140,1114009J01,GAUGE-OIL LEVEL,01,(K+HK+W+HW+T).ME.TB42S,08.1988 - 10.1991,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11140,1114037J05,GAUGE-OIL LEVEL,01,TB42S,10.1991 - 05.1992,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010,1101003J80,BLOCK ASSY-CYLINDER,01,TB42S,08.1987 - 07.1997,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010,1101003J81,BLOCK ASSY-CYLINDER,01,*(K+HK+W+HW+T).ME.TB42S,W/OIL COOLER F/AIR CON,08.1987 - 10.1991,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010A,1105373400,"PIN-DOWEL,CYLINDER BLOCK",02,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,0812061228,0812061228,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,0822386010,0822386010,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,089313021A,089313021A,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010B,30412P5100,"PIN-DOWEL,BLOCK TO TRANSMISSION",02,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,009331181A,009331181A,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010D,1104673402,"PIN-DOWEL,CYLINDER BLOCK",04,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,15146,1115003J00,GUIDE-OIL LEVEL GAUGE,01,TB42S,08.1987 - 05.1992,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,009331251A,009331251A,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,12296,1113603J00,"RETAINER-OIL SEAL,REAR",01,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,,009331301A,009331301A,,,,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11010H,1512703J00,"JET-OIL,TIMING CHAIN",01,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,11028,1102803J00,COVER-CYLINDER SIDE,01,TB42S,08.1987 - ...,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
محرك ميكانيكي,110 A01,CYLINDER BLOCK & OIL PAN,12279,1227943G00,"SEAL-OIL,CRANKSHAFT REAR",01,TB42S,08.1987 - 05.1995,,https://partsouq.com/assets/tesseract/assets/global/NISSAN201809/source/GL/B9_201508_192_110_110_A01.gif,https://partsouq.com/ar/catalog/genuine/unit?c=Nissan&ssd=%24%2AKwHk0MHruuOpqK6fv5r2xLyoiI-R4O_i4_He7aWjkIeTn5mRw8TUkpKehYWDgpvBxuOJp6OnloCXi7mxruLv5efhqbO768Hm9KPy6_SU8v6t7Pq19eqK9Jbyj_L_6L-zkKr0urm2rbur5eH887uws_C1o9z0-_KktfXq8L6wrfaW4OD0qq6k5uXdrfW5pfTt8pTdwNCT9fzzv6Ty6K3W2o_h4OLi7-XkuKOx9LKx8-yMja8AAAAA3ZM5hg%3D%3D%24&vid=0&cid=1&uid=257131&q=WGY60348567.
