"market","model_filter","year_filter","detected_generation","year_applicability_status","vid","raw_text","vehicle_url","source_file"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213807","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFpXUwpHwknKBINBzdkRTElBQIcbWJvbnxTYCguHQkVERMQVUJuBCouKhsNFAVDXlRpYA4dHRsPFnx6eT8aJn4-O39lIlcyagUKfnd6f21dWFJvYhkZeXZ9fTFTVx4Uf3B7eGkAMV8_HXhxfHlvAh5GLjx7eGsDFg5_Ai4sMjIuf2Z7eA0eUE1deXZ9fjYpf2UiLklta39we3g4OXQuKntrbW13en8ycGV0eWB9fhwWfyIAAAAAktCwiA%3D%3D%24&vid=213807&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213852","SAFARI | WAGON | TB48DE | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFUYHFUCCgLJQVRBjFsXgwYOD8hUF9SU0FuXRUTIDQoLC4taH9TORcTFyYwKTh-Y2lUXTMgICYyK0FHRAInG0MDBkJYH2oPVzg3Q0pHQlBgZW9SXyQkREtAQAxuYCNFTEFEUz9RbB5-REtAQ1M4MzZ7EwFGRVY-KzNCPxMRDw8TQltGRTAjbXBgREtAQwsUQlgfE3RQVkJNRkUFBEkTF0ZeVk1GRQ0QVlUPXEdCJipFHQAAAAA6uh1P%24&vid=213852&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213844","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD FWD 7PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHe6vvdnJqp3521o6DU7oaSsrWr2tXY2cvk15-Zqr6ipqSn4vXZs52Znay6o7L06ePe17mqqqy4ocvNzoitkcmJjMjSleCF3bK9ycDNyNrq7-XY1a6uzsHKyobk6qnPxsvO2bXb5pThu8Ldu87BysqA5Oaoz8bLztu1peGZ-sDNyIKYz9DIl-vmvqynycDNyIXGmZ3Mz7Pd3c_GyJfewZrP0MvV1MbIl9bVhYnI0czPraSXxgAAAAAxDhlX%24&vid=213844&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213815","SAFARI | WAGON | TB48DE | GRX | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFiVkdIBz8ZGwg6PzluRjouDgkXZmlkZXdYayMlFgIeGhgbXkllDyElIRAGHw5IVV9iawUWFhAEHXdxcjQRLXU1MHRuKVw5YQ4BdXxxdGZWU1lkaRIScn12djpYXBUfdHtwc2ILOlQ0FnN6d3JkCRNbXzl8cXRhDxwCdlQrO3I4InVqcXQESFVaHXN6d3I8JXYzJzkJZ2d1fHF0MW9xOWpxZ2dmfXZ2ZHVyNHNsd3IWGnZ0AAAAAG5_bhY%3D%24&vid=213815&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213836","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEhFQQpJyZGUEomeE0bFXltTUpUJSonJjQbKGBmVUFdWVtYHQomTGJmYlNFXE0LFhwhKEZVVVNHXjQyMXdSbjZ2czctah96Ik1CNj8yNyUVEBonKlFRMT41NXkbFVYwOTQxJkokGWseMT41NiZNVFNoaHgxJEpZRzBIO2pmMWcwLzQxQlRFCwl6PzI3eWAwLzdoHW4iMDk0MXdzYWh-eCorOTQxf2d-LmZiMzBSWDFvAAAAANm0Jy0%3D%24&vid=213836&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213854","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RDSIDE 9PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFCdmcMGBYzNhQXAkxtchoOLik3RklERVd4SwMFNiI-Ojg7fmlFLwEFATAmPy5odX9CSyU2NjAkPVdRUhQxDVUVEFROCXwZQS4hVVxRVEZ2c3lESTIyUl1WVhp4djVTWldSRSlHeghoOV5PJ1JdVlYceHo0U1pXUkcpOX0FZlxRVB4EU0xUC3d6IjA7VVxRVBlaBQFQUy9BQVNaVAtCXQZTTFdBQUZYCQVWAhgSVUpRVDNlBUYAAAAA_D74rA%3D%3D%24&vid=213854&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213855","SAFARI | WAGON | TB48DE | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RDSIDE 9PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwF2QlNAdgZ2dQh3DnhceC46Gh0Dcn1wcWNMfzcxAhYKDgwPSl1xGzUxNQQSCxpcQUt2fxECAgQQCWNlZiAFOWEhJGB6PUgtdRoVYWhlYHJCR01wfQYGZmliYi5MQgFnbmNmcR1zTjxcDWp7E2ZpYmIoTFwQAWBvZGd0H1xHLRlpYmEtMWB6PTFfBRcDDmZpYmJwYC1-ZWAacnRgbD0xaiIzYHlkfHpsPTFiNiwmYX5lYAdRMXIAAAAArhD8VQ%3D%3D%24&vid=213855&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213856","SAFARI | WAGON | TB48DE | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RDSIDE 9PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEdKTgpR2lPfWFIRRsYG0VRcXZoGRYbGggnFFxaaX1hZWdkITYacF5aXm95YHE3KiAdFHppaW97YggODUtuUgpKTwsRViNGHnF-CgMOCxkpLCYbFm1tDQIJCUUnKWoMBQgNGnYYJVc3ZgEQeA0CCQlDJzd7agsEDwwfdDssRnICCQpGWgsRVlo0bnxoZQ0CCQkbC0YVDgtxGR8LB1ZaAUlYCxIPFx8HVloJXUdNChUOC2w6WhkAAAAAqmLrJg%3D%3D%24&vid=213856&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213978","SAFARI | WAGON | TD42 | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwE1ARB-KlVCYU5Ib29pEW15WV5AMT4zMiAPPHRyQVVJTU9MCR4yWHZydkdRSFkfAgg1PFJBQUdTSiAmJWNGeiJiZyM5fgtuNllWIismIzEBBAgzNCMsJyQyXBkVAiUqISIzWTJQcRZuKyYjNVhHRSFycG4xWUxUJVstI3w5OCU8ISJXR1NCE3JgJyRscyU8ISEHZn0lKiEiYmB3IWRwfTY2LSAla3NqOnJ2JyRGTCV7AAAAAMgU_rI%3D%24&vid=213978&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","202623","SAFARI | HARDTOP | ZD30DDTI | GR | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:2ND FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFXY3JgEDcnDAg2Did9Bg8bOzwiU1xRUEJtXhYQIzcrLy0ua3xQOhQQFCUzKjt9YGpXXjAjIyUxKEJERwEkGEAABUFbHGkMVDsoQElEQVNjaGpWVCcmMS1BTRwQHTojJixHSENDCG0cNkslNSFGT0EeB3EiNkFORUZVPnFmDDhIQ0AMEEFbHBB-JDYiL0dIQ0NRQQxfREE7U1VBTRwQSwMSQVhFXVZNHBBDFw0HQF9EQSZwEFMAAAAAQIzaZA%3D%3D%24&vid=202623&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213843","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD FWD 7PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwG9iZie5LvCxsf70_2JmeXx0dbIuba7uqiHtPz6yd3BxcfEgZa60P76_s_ZwNGXioC9tNrJyc_bwqiurevO8qrq76ux9oPmvtHeqqOuq7mJjIa7ts3NraKpqeWHicqspaituta4hfeC2KG-2K2iqanjh4XLrKWorbjWyoL6maOuq-H7rLOr9IiF3c_EqqOuq-al-v6vrNC-vqylq_S9ovmss6i-vrun9vqp_eftqrWuq8ya-rkAAAAALasH7g%3D%3D%24&vid=213843&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213847","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFcaHl_MRs6EB4bKQdiaAQQMDcpWFdaW0lmVR0bKDwgJCYlYHdbMR8bHy44ITB2a2FcVTsoKC46I0lPTAovE0sLDkpQF2IHXzA_S0JPSlhobWdaVywsTENISARmaCtNRElMWzdZZBZ2TENIS1swKS4VFQVMWTcoOk01RhcbTBpNUklMPyk4dnQHQk9KBB1NUkoVYBNfTURJTAoOHBUDBV9fW0VOTQUYXl0HVE9KLiJNFQAAAABKK_tN%24&vid=213847&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213820","SAFARI | WAGON | TB48DE | GRX | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD 7PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHp3cyklpWrmLLjipL0zbGlhYKc7eLv7vzT4KiunYmVkZOQ1cLuhKquqpuNlIXD3tTp4I6dnZuPlvz6-b-apv6-u__lotey6oWK_vf6_-3d2NLv4pmZ-fb9_bHT156U__D7-OmAsd-_nY3y64v48f-guc-ciIX-9_r_6d3NxPmH8fz5s6n9uKyyi5uPnZb48f-g4eP54P3-guzs_a6ssr68q_7h-uzvtaCw-bevtb_45_-gy9z5pwAAAAAn_4E1%24&vid=213820&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213980","SAFARI | WAGON | TD42 | GR | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEDNyY4WUdhAwZDX38hP1tPb2h2BwgFBBY5CkJEd2N_e3l6PygEbkBEQHFnfm8pND4DCmR3d3FlfBYQE1VwTBRUURUPSD1YAG9gFB0QFQc3Mj4FAhUaERIEai8jNBMcFxQFbwRmRyBYHRAVA253ZRdERlgHb3piE20bFUoPDhMKFxRhcWV0JURWERJaRRMKFxcxUEsTHBcUVFZBF1JGSwACGxYTXUVcDERAERJwehNNAAAAALQ5P_o%3D%24&vid=213980&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213984","SAFARI | WAGON | TD42 | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwH-ytvRof2b84OevJry7KaykpWL-vX4-evE97-5ip6ChoSHwtX5k725vYyag5LUycP-95mKioyYgevt7qiNsemprOjytcCl_ZKd6eDt6PrKz8P4_-jn7O_5l9Leye7h6un4kvmbusil4O3o_pOMjuq5u6X6koef7pDm6Lfy8-736umcjJiJ2Lmr7O-nuO736urMrbbu4erpqau86q-7tv385uvuoLih8bm97O-Nh-6wAAAAAGmET7Q%3D%24&vid=213984&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213986","SAFARI | WAGON | TD42 | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEfKzoLHkJbEnpVSVElM0dTc3RqGxQZGAolFl5Ya39jZ2VmIzQYclxYXG17YnM1KCIfFnhra215YAoMD0lsUAhITQkTVCFEHHN8CAEMCRsrLiIZHgkGDQ4YdjM_KA8ACwgZcxh6WylEAQwJH3J_f21WVkYPGnRneQ52BVRYD1kOEQoPfGp7NTdEAQwJR14OEQlWI1AcDgcKD0lNX1ZARhwcEgYNDkZbHR5EFwwJbWEOVgAAAAATtxxK%24&vid=213986&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213988","SAFARI | WAGON | TD42 | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHb7_7q0b-buaKSvb7l2YOXt7Cu39Dd3M7h0pqcr7uno6Gi5_DctpicmKm_prfx7Obb0ryvr6m9pM7Iy42olMyMic3XkOWA2Le4zMXIzd_v6ubd2s3Cycrcsvf77MvEz8zdt9y-n-2N38rDzsvdsL7k-oDFyM3YtqW7z-2SgsuBm8zTyM298ezjpMrDzsuFnM-KnoCw3t7MxcjNiNbIgNPI3t7RxM_P3czLjcrVzsuvo8_NAAAAAHs5jyE%3D%24&vid=213988&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","215012","SAFARI | WAGON | ZD30DDTI | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHQ5PXEh6WclIWhqIv64IicvLul1NvW18Xq2ZGXpLCsqKqp7PvXvZOXk6K0rbz65-3Q2bekpKK2r8XDwIajn8eHgsbcm-6L07yzx87DxtTk7-3R06ChtqrGypuXmr2koavAz8TEj-qascyix87DxtPk9O3Az8TH1LypspnohcLBjZHA2cTE6_T7o67GycLBiZWZj4nAutLUwM_ExN7T38DZxNTT0MjGmdjbi4fG38LBo6qZyAAAAACT0MIG%24&vid=215012&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213821","SAFARI | WAGON | TB48DE | GRX | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD 7PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwENOSgOXnB3dQdWVHJWC1VBYWZ4CQYLChg3BExKeW1xdXd0MSYKYE5KTn9pcGEnOjANBGp5eX9rchgeHVt-QhpaXxsBRjNWDmFuGhMeGwk5PDYLBn19HRIZGVU3M3pwGxQfHA1kVTtbeWkWD28cFRtEXSt4bGEaEx4bDTklIB1jFRgdV00ZXEhWb39reXIcFRtEBQcdBBkaZggIGUpIVlpYTxoFHggLUERUHVNLUVscAxtELzgdQwAAAABa3_Xt%24&vid=213821&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213822","SAFARI | WAGON | TB48DE | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHY7P3EqYGOgbq5varc_ICUtLOt3NPe383i0ZmfrLikoKKh5PPftZufm6q8pbTy7-XY0b-srKq-p83LyI6rl8-Pis7Uk-aD27S7z8bLztzs6ePe06ioyMfMzIDi5q-lzsHKydixgO6OucnAzcjes73n-YPGy87btaa4zO6RgciCmM_Qy86-8u_gp8nAzciGn8yJnYOz3d3PxsvOi9XLg9DL1drGy86DwdTFyNHMz62nzpMAAAAAtXA0Mw%3D%3D%24&vid=213822&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213823","SAFARI | WAGON | TB48DE | STD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RDSIDE 9PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGglIWY96fW1NbhxaS-svjszMvVpKump7WaqeHn1MDc2NrZnIunzePn49LE3cyKl52gqcfU1NLG37WzsPbT77f38ras6577o8zDt76ztqSUkZumq9DQsL-0tPiantfdtrmysaDJ-Jb2wdq7rMKxuLbp8IbBx9C3vrO2oJSIjbDOuLWw-uC08eX7wtLG1N-xuLbpqKqwqbS3y6WltOfl-_f14reos62h5-X7_-H98bCptLSMifvvAAAAAGUVFnc%3D%24&vid=213823&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","215021","SAFARI | WAGON | ZD30DDTI | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:GENERAL AREA; SEAT TYPE:3RD FWD 7PASSENGER(0912-) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHV4fCavq-mjb6fvqSG6Y2Zub6g0d7T0sDv3JSSobWpra-s6f7SuJaSlqexqLn_4ujV3LKhoaezqsDGxYOmmsKCh8PZnuuO1rm2wsvGw9Hh6ujU1qWks6_Dz56Sn7ihpK7FysHBiu-ftMmnt8jRscGSkI7SuaCkxcrBwYjv4bPEvMzHxIiXnIqMxbagsqarw8-eksGUxNvAxb_X0pycjMWDh5bF3MHSj4OAx8SMko6Cw9mekuurxJwAAAAASkCrhA%3D%3D%24&vid=215021&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213833","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD FWD FACING(9710-0912) | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwHI_O3Ar7S-lazWzc3MnZCEpKO9zMPOz93ywYmPvKi0sLKx9OPPpYuPi7qstaTi__XIwa-8vLqut93b2J67h9-fmt7Eg_aTy6Sr39bb3sz8-fPOw7i42Nfc3JDy_L_Z0N3Yz6PN8IL32Nfc38-kvbqBgZHYzaO8rtmh0oOP2I7Zxt3Yq72s4uCT1tvekInZxt6B9IfL2dDd2J6aiIGXkcvLztHa2ZGMysmTwNveurbZgQAAAAD4PbtM%24&vid=213833&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213849","SAFARI | WAGON | TB48DE | AD | General/Asia (LHD) | Y61 | 12.2009 | AREA:MIDDLE EAST AREA; SEAT TYPE:3RD SIDE FACING(9710-0912 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGPu6qy79GD2ev-3Nyju9fD4-T6i4SJiJq1hs7I--_z9_X2s6SI4szIzP3r8uOluLKPhuj7-_3p8Jqcn9n8wJjY3ZmDxLHUjOPsmJGcmYu7vrSJhP__n5Cbm9e1u_iel5qfiOSKt8Wln5CbmIjj-v3GxtafiuT36Z7mlcTIn8megZqf7PrrpafUkZyZ186egZnGs8CMnpean9ndz8bQ1oyMi5adntbLjY7Uh5yZ_fGexgAAAAD02rhy%24&vid=213849&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213990","SAFARI | WAGON | TD42 | STD | General/Asia (LHD) | Y61 | 12.2009 | 12.2016 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwEgFAVoQn9iIVlVQjt8InhsTEtVJCsmJzUaKWFnVEBcWFpZHAsnTWNnY1JEXUwKFx0gKUdUVFJGXzUzMHZTbzd3cjYsax57I0xDNz4zNiQUER0mITY5MjEnSQwAFzA_NDcmTCdFZBYQPSIkNz4zNiMUFg1WMTg1MCVLWx9nBD4zNnxmMS42aRUYQFJZNz4zNns4Z2MyMU0jIzE4NmkgP2QxLjUjIy06a2c0YHpwNygzNlEHZyQAAAAALuMOdQ%3D%3D%24&vid=213990&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213991","SAFARI | WAGON | TD42 | STD | General/Asia (LHD) | Y61 | 12.2009 | 12.2016 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFwRFVOJwEgDBoHCBEvVCg8HBsFdHt2d2VKeTE3BBAMCAoJTFt3HTM3MwIUDRxaR01weRcEBAIWD2VjYCYDP2cnImZ8O04rcxwTZ25jZnREQU12cWZpYmF3GVxQR2BvZGd2HHcVNEZAbXUUZ25jZnNERl0GYWhlYHUbC083VG5jZiw2YX5mOUVIEAIJZ25jZitoNzNiYR1zc2FoZjlwbzRhfmVzc3xqOzdkMCogZ3hjZgFXN3QAAAAAUg1sow%3D%3D%24&vid=213991&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213989","SAFARI | WAGON | TD42 | AD | General/Asia (LHD) | Y61 | 12.2009 | 12.2016 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwFnU0JXIzMDBiMXIxlkWz8rCwwSY2xhYHJdbiYgEwcbHx0eW0xgCiQgJBUDGgtNUFpnbgATExUBGHJ0dzEUKHAwNXFrLFk8ZAsEcHl0cWNTVlphZnF-dXZgDktHUHd4c3BhC2ACI1FXemVjcHl0cWRTQ1p3eHNwYwseBS5fMnV2OiZ3bnNzXENMFBlxfnV2PiIuOD53DWVjd3hzc2lkaHduc2NkZX9xLm9sPDBxaHV2FB0ufwAAAACa0XI8%24&vid=213989&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
"General/Asia (LHD)","SAFARI","2009","Y61","applies","213982","SAFARI | WAGON | TD42 | AD | General/Asia (LHD) | Y61 | 12.2009 | 12.2016 | ","https://partsouq.com/en/catalog/genuine/vehicle?c=Nissan&ssd=%24%2AKwGSpreD0Mzn6ZfYy9eYz8re_vnnlpmUlYeom9PV5vLu6ujrrrmV_9HV0eD27_64pa-Sm_Xm5uD07YeBgsTh3YXFwISe2azJkf7xhYyBhJamo6-Uk4SLgIOV-76ypYKNhoWU_pX31rG8j5b2hYyBhJGmtq-CjYaFlv7r8Nuqx4CDz9OCm4aGqba54eyEi4CDy9fbzcuC-JCWgo2GhpyRnYKbhpaRkYqE25qZycWEnYCD4ejbigAAAAAMHIUS%24&vid=213982&q=","C:\Users\safwa\Documents\Codex\2026-06-26\you-are-a-senior-nissan-epc\sources\partsouq\navigation\patrol_general_asia_lhd_incremental_discovery.json"
